full_text,category,user_id_str,username,created_at,tokenized,stemmed,tweet_english,klasifikasi
program menarik mahasiwa msib magang studi independen bersertifikat pertukaran mahasiswa merdeka program kampus mengajar wirausaha mandiri kurang apa coba,pengalaman keseluruhan,18598424,ndorokakung,Tue May 21 13:36:07 +0000 2024,"['program', 'menarik', 'mahasiwa', 'msib', 'magang', 'studi', 'independen', 'bersertifikat', 'pertukaran', 'mahasiswa', 'merdeka', 'program', 'kampus', 'mengajar', 'wirausaha', 'mandiri', 'kurang', 'apa', 'coba']",program tarik mahasiwa msib magang studi independen sertifikat tukar mahasiswa merdeka program kampus ajar wirausaha mandiri kurang apa coba,Attractive Program MSIB Study of Independent Studies Certified Student Exchange Students Merdeka Campus Program Teaching Entrepreneurial Mandiri Lack What Try,Positif
aku emang jujur gamau magang dulu emang pengen studi independen dulu biar dapet skillnya baru ntar magang msib soalnya takut kalo magang tiba tiba kerjain jobdesknya padahal ntar diajarin sih katanya,pengalaman keseluruhan,1.76E+18,8eyound1nfinite,Tue May 21 13:20:08 +0000 2024,"['aku', 'emang', 'jujur', 'gamau', 'magang', 'dulu', 'emang', 'pengen', 'studi', 'independen', 'dulu', 'biar', 'dapet', 'skillnya', 'baru', 'ntar', 'magang', 'msib', 'soalnya', 'takut', 'kalo', 'magang', 'tiba', 'tiba', 'kerjain', 'jobdesknya', 'padahal', 'ntar', 'diajarin', 'sih', 'katanya']",aku emang jujur gamau magang dulu emang ken studi independen dulu biar dapet skillnya baru ntar magang msib soal takut kalo magang tiba tiba kerjain jobdesknya padahal ntar diajarin sih kata,"I was honest, I didn't do the internship first, I wanted to study independently first so I could get the skill, then the internship was afraid that if I was afraid that the internship suddenly did the jobdesk, even though it was taught, he said",Negatif
bahkan membantu instansi tersebut nah bikin aku ragu buat ikut program kampus merdeka tuh aku takut capek kalo magang sekarang sih deket banget kampus didepan kampus aku bangunannya cuma kan kalo ikut msibpmmstudi independenkampus mengajar jauh,pengalaman keseluruhan,1.43E+18,kantiiiiiiiiiii,Tue May 21 10:36:12 +0000 2024,"['bahkan', 'membantu', 'instansi', 'tersebut', 'nah', 'bikin', 'aku', 'ragu', 'buat', 'ikut', 'program', 'kampus', 'merdeka', 'tuh', 'aku', 'takut', 'capek', 'kalo', 'magang', 'sekarang', 'sih', 'deket', 'banget', 'kampus', 'didepan', 'kampus', 'aku', 'bangunannya', 'cuma', 'kan', 'kalo', 'ikut', 'msibpmmstudi', 'independenkampus', 'mengajar', 'jauh']",bahkan bantu instansi sebut nah bikin aku ragu buat ikut program kampus merdeka tuh aku takut capek kalo magang sekarang sih deket banget kampus depan kampus aku bangun cuma kan kalo ikut msibpmmstudi independenkampus ajar jauh,"Even helping the agency, it makes me hesitate to join the Merdeka campus program, I'm afraid of being tired if the apprenticeship is now very close to the campus in front of my campus, the building is only if I join the independent MSIBPMMMMMMMPUMPUS",Negatif
aku tuh kan magang gaes pemerintah kota nah sebenernya aku tuh pingin ikut program pertukaran pelajar msib kampus mengajar studi independen jujur aku ragu soalnya magang pemerintah aja ribet ibarat aku kerja orang serius ga,pengalaman keseluruhan,1.43E+18,kantiiiiiiiiiii,Tue May 21 10:36:10 +0000 2024,"['aku', 'tuh', 'kan', 'magang', 'gaes', 'pemerintah', 'kota', 'nah', 'sebenernya', 'aku', 'tuh', 'pingin', 'ikut', 'program', 'pertukaran', 'pelajar', 'msib', 'kampus', 'mengajar', 'studi', 'independen', 'jujur', 'aku', 'ragu', 'soalnya', 'magang', 'pemerintah', 'aja', 'ribet', 'ibarat', 'aku', 'kerja', 'orang', 'serius', 'ga']",aku tuh kan magang gaes perintah kota nah sebenernya aku tuh pingin ikut program tukar ajar msib kampus ajar studi independen jujur aku ragu soal magang perintah aja ribet ibarat aku kerja orang serius ga,"I am an apprentice for the city government, now I want to take part in the MSIB Student Exchange Program, the campus teaches an independent study honest",Positif
aku studi independen dulu terus semester depannya baru msib udah mulai dapet banyak offering abis stupen,pengalaman keseluruhan,1.28E+18,keetahui,Tue May 21 09:38:50 +0000 2024,"['aku', 'studi', 'independen', 'dulu', 'terus', 'semester', 'depannya', 'baru', 'msib', 'udah', 'mulai', 'dapet', 'banyak', 'offering', 'abis', 'stupen']",aku studi independen dulu terus semester depan baru msib udah mulai dapet banyak offering abis stupen,I was independent studying first and then the next semester then MSIB had started to get a lot of offering after stupen,Positif
 smt kalau banyak pengalaman mending ikut msib studi independen bagibagi pengalamannya dong kakak ikut program inii tia,pengalaman keseluruhan,1.05E+18,collegemenfess,Tue May 21 09:34:17 +0000 2024,"['smt', 'kalau', 'banyak', 'pengalaman', 'mending', 'ikut', 'msib', 'studi', 'independen', 'bagibagi', 'pengalamannya', 'dong', 'kakak', 'ikut', 'program', 'inii', 'tia']",smt kalau banyak alam mending ikut msib studi independen bagibagi alam dong kakak ikut program ini tia,"SMT if a lot of experience is better to take part in an independent study for the experience of his experience, sister join this program",Positif
brrti kalau gw sem mau daftar kampus mengajar sekaligus studi independen,pengalaman keseluruhan,1.01E+18,menitrust29,Tue May 21 09:17:07 +0000 2024,"['brrti', 'kalau', 'gw', 'sem', 'mau', 'daftar', 'kampus', 'mengajar', 'sekaligus', 'studi', 'independen']",brrti kalau gw sem mau daftar kampus ajar sekaligus studi independen,"Brrti, if I want to list the campus teaching as well as an independent study",Netral
nyesel dulu pas ikut studi independen data analyst pake powerbi banyak bolos akhirnya bego gbs apaapa,pengalaman keseluruhan,1.38E+18,hotterways_,Tue May 21 09:02:54 +0000 2024,"['nyesel', 'dulu', 'pas', 'ikut', 'studi', 'independen', 'data', 'analyst', 'pake', 'powerbi', 'banyak', 'bolos', 'akhirnya', 'bego', 'gbs', 'apaapa']",nyesel dulu pas ikut studi independen data analyst pake powerbi banyak bolos akhir bego gbs apaapa,regret first when participating in an independent study of data analyst using powerbi a lot,Positif
untircoy kalau udh daftar kampus mengajar daftar studi independen jg ga sih,pengalaman keseluruhan,1.16E+18,untirtafesss,Tue May 21 09:00:00 +0000 2024,"['untircoy', 'kalau', 'udh', 'daftar', 'kampus', 'mengajar', 'daftar', 'studi', 'independen', 'jg', 'ga', 'sih']",untircoy kalau udh daftar kampus ajar daftar studi independen jg ga sih,"Untircoy, if you have a list of campuses to teach an independent study list or not",Netral
bantu mengaminkan,pengalaman keseluruhan,1.62E+18,startupcampusid,Tue May 21 06:54:20 +0000 2024,"['bantu', 'mengaminkan']",bantu amin,Help guarantee,Netral
ikut mengaminkan,pengalaman keseluruhan,1.62E+18,startupcampusid,Tue May 21 06:53:59 +0000 2024,"['ikut', 'mengaminkan']",ikut amin,Come to guarantee,Netral
siangg starcampers udah makan siang udah istirahat udah pilihpilih mitra web msib mbkm msib studi independen,pengalaman keseluruhan,1.62E+18,startupcampusid,Tue May 21 06:50:18 +0000 2024,"['siangg', 'starcampers', 'udah', 'makan', 'siang', 'udah', 'istirahat', 'udah', 'pilihpilih', 'mitra', 'web', 'msib', 'mbkm', 'msib', 'studi', 'independen']",siangg starcampers udah makan siang udah istirahat udah pilihpilih mitra web msib mbkm msib studi independen,"Siangg Starcampers already have lunch, already resting, choosing a web partner MSIB MBKM MSIB Independent Study",Netral
wah kurang tau soalnya baik msib kampusmengajar kan udah kerja sama tuh kampus perusahan msib sekolah km better kalo kamu pendidikan ambil km aja kalo msib buat pendidikan bisanya dikonversi studi indep,pengalaman keseluruhan,1.32E+18,sideofdeepblue,Tue May 21 04:41:00 +0000 2024,"['wah', 'kurang', 'tau', 'soalnya', 'baik', 'msib', 'kampusmengajar', 'kan', 'udah', 'kerja', 'sama', 'tuh', 'kampus', 'perusahan', 'msib', 'sekolah', 'km', 'better', 'kalo', 'kamu', 'pendidikan', 'ambil', 'km', 'aja', 'kalo', 'msib', 'buat', 'pendidikan', 'bisanya', 'dikonversi', 'studi', 'indep']",wah kurang tau soal baik msib kampusmengajar kan udah kerja sama tuh kampus usah msib sekolah km better kalo kamu didik ambil km aja kalo msib buat didik bisa konversi studi indep,"Wow, I don't know because it's good, I teach you, I have cooperated, I have collaborated with the MSIB school campus, the school is better if you education take it if you just take it if you have to make education in the indep study converted",Positif
raih kesempatan belajar coding gratis bersama ahli bidangnya tunggu daftar sekarang link sibdicoding sib msib sibatdicoding dicodingindonesia studiindependen msib magangmerdeka,pengalaman keseluruhan,2826650155,dicoding,Tue May 21 02:53:36 +0000 2024,"['raih', 'kesempatan', 'belajar', 'coding', 'gratis', 'bersama', 'ahli', 'bidangnya', 'tunggu', 'daftar', 'sekarang', 'link', 'sibdicoding', 'sib', 'msib', 'sibatdicoding', 'dicodingindonesia', 'studiindependen', 'msib', 'magangmerdeka']",raih sempat ajar coding gratis sama ahli bidang tunggu daftar sekarang link sibdicoding sib msib sibatdicoding dicodingindonesia studiindependen msib magangmerdeka,"Achieve the opportunity to learn free coding with experts in the field, wait for the current list of sibdicoding sib msib sibatdicoding dicodingindonesia studies.",Positif
aslinya tp org ga ikut satu menunda kkn satu lg konversi studi independen,pengalaman keseluruhan,1.38E+18,aprilboyhwa,Tue May 21 02:28:56 +0000 2024,"['aslinya', 'tp', 'org', 'ga', 'ikut', 'satu', 'menunda', 'kkn', 'satu', 'lg', 'konversi', 'studi', 'independen']",asli tp org ga ikut satu tunda kkn satu lg konversi studi independen,"Originally, but people did not participate in one delaying KKN one more independent study conversion",Positif
kirain kalo ikut studi independen kagak bakalan nemu jenis manusia kek gitu,pengalaman keseluruhan,1.36E+18,n3wme_,Mon May 20 14:22:01 +0000 2024,"['kirain', 'kalo', 'ikut', 'studi', 'independen', 'kagak', 'bakalan', 'nemu', 'jenis', 'manusia', 'kek', 'gitu']",kirain kalo ikut studi independen kagak bakal nemu jenis manusia kek gitu,"I hope if you take an independent study, you will not find a type of human being like that",Netral
rame soal mitra perbedaan studi independen magang sama better ikut stupen or magang but actually semua kebutuhan gue kalo magang lu udah siap terjun bekerja sampe jahatnya lu punya skill apa buat terima posisi,pengalaman keseluruhan,1.62E+18,Me211000,Mon May 20 12:51:06 +0000 2024,"['rame', 'soal', 'mitra', 'perbedaan', 'studi', 'independen', 'magang', 'sama', 'better', 'ikut', 'stupen', 'or', 'magang', 'but', 'actually', 'semua', 'kebutuhan', 'gue', 'kalo', 'magang', 'lu', 'udah', 'siap', 'terjun', 'bekerja', 'sampe', 'jahatnya', 'lu', 'punya', 'skill', 'apa', 'buat', 'terima', 'posisi']",rame soal mitra beda studi independen magang sama better ikut stupen or magang but actually semua butuh gue kalo magang lu udah siap terjun kerja sampe jahat lu punya skill apa buat terima posisi,Rame about partners differences in the independent study of internship and better joining stupen or internship but actually all my needs if your internship is ready to go to work until you have an evil.,Negatif
 sender bulan depan semester kalo misal daftar studi independen sekarang buat ikut pas sender semester rugi ga sih,pengalaman keseluruhan,1.05E+18,collegemenfess,Mon May 20 12:35:41 +0000 2024,"['sender', 'bulan', 'depan', 'semester', 'kalo', 'misal', 'daftar', 'studi', 'independen', 'sekarang', 'buat', 'ikut', 'pas', 'sender', 'semester', 'rugi', 'ga', 'sih']",sender bulan depan semester kalo misal daftar studi independen sekarang buat ikut pas sender semester rugi ga sih,Sender next month semester if for example an independent study list is now for the right semester loss or not,Positif
ugm_fess pernah mengundurkan diri studi independen gak,pengalaman keseluruhan,1.28E+18,UGM_FESS,Mon May 20 11:01:13 +0000 2024,"['ugm_fess', 'pernah', 'mengundurkan', 'diri', 'studi', 'independen', 'gak']",ugm fess pernah undur diri studi independen gak,ugm_fess once resigned independently,Netral
bantu mengaminkan cari learning path bidang apa nih kakk siapa tau dicari nih,pengalaman keseluruhan,1.62E+18,startupcampusid,Mon May 20 08:08:23 +0000 2024,"['bantu', 'mengaminkan', 'cari', 'learning', 'path', 'bidang', 'apa', 'nih', 'kakk', 'siapa', 'tau', 'dicari', 'nih']",bantu amin cari learning path bidang apa nih kakk siapa tau cari nih,"Help guarantee to find a learning path what field is you know, who knows",Netral
work guys aku fresh graduate ptn iyasih aku ga pengalaman kerja intern aku pernah ikut organisasi studi independen msib punya personal business kemarin apply kerja satupun dapet kabar positif kayak aku se ga layak cont,pengalaman keseluruhan,1.24E+18,worksfess,Mon May 20 08:08:14 +0000 2024,"['work', 'guys', 'aku', 'fresh', 'graduate', 'ptn', 'iyasih', 'aku', 'ga', 'pengalaman', 'kerja', 'intern', 'aku', 'pernah', 'ikut', 'organisasi', 'studi', 'independen', 'msib', 'punya', 'personal', 'business', 'kemarin', 'apply', 'kerja', 'satupun', 'dapet', 'kabar', 'positif', 'kayak', 'aku', 'se', 'ga', 'layak', 'cont']",work guys aku fresh graduate ptn iyasih aku ga alam kerja intern aku pernah ikut organisasi studi independen msib punya personal business kemarin apply kerja satu dapet kabar positif kayak aku se ga layak cont,"Work Guys I'm Fresh Graduate PTN, I don't, I don't have internal work experience, I have participated",Positif
daftar sekarang kursi kamu diambil orang dapatkan materi full daging benefit project real case studi independen startup campus trek data science belajar sama mas loh join grup mbkm msib,pengalaman keseluruhan,1.62E+18,startupcampusid,Mon May 20 08:01:35 +0000 2024,"['daftar', 'sekarang', 'kursi', 'kamu', 'diambil', 'orang', 'dapatkan', 'materi', 'full', 'daging', 'benefit', 'project', 'real', 'case', 'studi', 'independen', 'startup', 'campus', 'trek', 'data', 'science', 'belajar', 'sama', 'mas', 'loh', 'join', 'grup', 'mbkm', 'msib']",daftar sekarang kursi kamu ambil orang dapat materi full daging benefit project real case studi independen startup campus trek data science ajar sama mas loh join grup mbkm msib,List now your chair is taken by people to get Full Material Benefit Project Real Case Independent Study Startup Campus Trek Data Science Learning with Mas Mas Join the MBKM group MSIB,Positif
 halo bantu aku pilih dong sekarang aku smt ikut studi independen buat semester depan better mana a pkl bulan skripsi start semester b daftar magang msib skripsi semester,pengalaman keseluruhan,1.05E+18,collegemenfess,Mon May 20 07:16:03 +0000 2024,"['halo', 'bantu', 'aku', 'pilih', 'dong', 'sekarang', 'aku', 'smt', 'ikut', 'studi', 'independen', 'buat', 'semester', 'depan', 'better', 'mana', 'a', 'pkl', 'bulan', 'skripsi', 'start', 'semester', 'b', 'daftar', 'magang', 'msib', 'skripsi', 'semester']",halo bantu aku pilih dong sekarang aku smt ikut studi independen buat semester depan better mana a pkl bulan skripsi start semester b daftar magang msib skripsi semester,"Hello help me choose now, I will take part in an independent study for next semester where a pkl thesis start semester b list b listings msib thesis semester",Netral
studi independen trnyt kyk kuliah kali sehari dong jir,proses belajar mengajar,1.14E+18,zee0zs,Mon May 20 06:48:00 +0000 2024,"['studi', 'independen', 'trnyt', 'kyk', 'kuliah', 'kali', 'sehari', 'dong', 'jir']",studi independen trnyt kyk kuliah kali hari dong jir,"Independent study, I think college a day, please",Netral
error,pengalaman keseluruhan,1.18E+18,undipmenfess,Mon May 20 06:46:21 +0000 2024,['error'],error,error,Netral
mandutama learning membuka pendaftaran program studi independen bersertifikat batch kampus merdeka mengangkat tema advanced skills level bim engineer informasi pendaftaran pendaftaran dibuka tanggal juni,pengalaman keseluruhan,1.49E+18,io_ums_official,Mon May 20 06:14:15 +0000 2024,"['mandutama', 'learning', 'membuka', 'pendaftaran', 'program', 'studi', 'independen', 'bersertifikat', 'batch', 'kampus', 'merdeka', 'mengangkat', 'tema', 'advanced', 'skills', 'level', 'bim', 'engineer', 'informasi', 'pendaftaran', 'pendaftaran', 'dibuka', 'tanggal', 'juni']",mandutama learning buka daftar program studi independen sertifikat batch kampus merdeka angkat tema advanced skills level bim engineer informasi daftar daftar buka tanggal juni,MANDUTAMA LEARNING OPENING REGISTRATION OF INDEPENDENT STUDY PROGRAM CERTIFICATE BATCH CAMPUS MERDEKA APPEARS THEMES OF ADVANCEED SKILLS SKILLS BIM ENGINEER INFORMATION Registration is open on June,Netral
